0.050000	1.000000	0.000000
0.100000	1.000000	0.000000
0.150000	0.998400	0.000327
0.200000	0.987747	0.000921
0.250000	0.964560	0.002354
0.300000	0.926733	0.006254
0.350000	0.885320	0.007879
0.400000	0.828053	0.023320
0.450000	0.732627	0.017793
0.500000	0.357760	0.296952
0.550000	-0.086640	0.155308
0.600000	-0.010240	0.141426
0.650000	-0.056253	0.073186
0.700000	0.007773	0.073342
0.750000	-0.011573	0.057047
0.800000	-0.017667	0.051680
0.850000	-0.005107	0.034315
0.900000	0.004787	0.042967
0.950000	0.005253	0.030241
1.000000	0.004773	0.029452
