0.050000	1.000000	0.000000
0.100000	1.000000	0.000000
0.150000	0.998400	0.000432
0.200000	0.989853	0.001105
0.250000	0.968520	0.003419
0.300000	0.934000	0.004064
0.350000	0.882873	0.010326
0.400000	0.816767	0.010095
0.450000	0.730420	0.016883
0.500000	0.495180	0.249228
0.550000	0.000400	0.286158
0.600000	0.039813	0.086913
0.650000	0.051100	0.060357
0.700000	-0.028060	0.056622
0.750000	-0.006093	0.040192
0.800000	0.004507	0.032014
0.850000	-0.000180	0.033036
0.900000	-0.005140	0.028684
0.950000	-0.000347	0.025134
1.000000	-0.003147	0.023006
