1.786018        0.011525
2.181841        0.002183
4.549311        0.000846
1.243323        -0.016703
1.547928        0.009157
2.663075        -0.011385
3.647787        -0.016579
1.721476        0.011832
1.232461        -0.018370
4.393592        -0.003190
2.197722        0.001690
3.209365        -0.018236
4.929865        0.012127
2.076688        0.005357
2.360873        -0.003346
1.321724        -0.006477
2.426447        -0.005283
4.411101        -0.002755
2.791130        -0.013946
3.040220        -0.017249

