1.786018        -0.001116
2.181841        0.004406
4.549311        -0.000610
1.243323        0.003902
1.547928        -0.004998
2.663075        0.003504
3.647787        -0.004207
1.721476        -0.002370
1.232461        0.004930
4.393592        -0.002140
2.197722        0.004500
3.209365        -0.001533
4.929865        0.004574
2.076688        0.003517
2.360873        0.004898
1.321724        -0.001549
2.426447        0.004795
4.411101        -0.001986
2.791130        0.002411
3.040220        0.000018

