1.786018        0.003966
2.181841        0.008825
4.549311        -0.005943
1.243323        -0.008788
1.547928        -0.001171
2.663075        0.009756
3.647787        0.003209
1.721476        0.002733
1.232461        -0.009011
4.393592        -0.004316
2.197722        0.008931
3.209365        0.006952
4.929865        -0.009902
2.076688        0.007961
2.360873        0.009690
1.321724        -0.006975
2.426447        0.009839
4.411101        -0.004498
2.791130        0.009373
3.040220        0.008110

