1.786018        0.001484
2.181841        -0.003611
4.549311        0.001618
1.243323        -0.003958
1.547928        0.003919
2.663075        -0.003737
3.647787        0.004843
1.721476        0.002405
1.232461        -0.004710
4.393592        0.003401
2.197722        -0.003732
3.209365        0.001319
4.929865        -0.004945
2.076688        -0.002605
2.360873        -0.004482
1.321724        0.000236
2.426447        -0.004538
4.411101        0.003227
2.791130        -0.002796
3.040220        -0.000415

