1.786018        -0.003853
2.181841        -0.011500
4.549311        0.005794
1.243323        0.003160
1.547928        0.000441
2.663075        -0.017837
3.647787        -0.014561
1.721476        -0.002601
1.232461        0.003159
4.393592        0.001310
2.197722        -0.011777
3.209365        -0.018762
4.929865        0.018161
2.076688        -0.009579
2.360873        -0.014387
1.321724        0.002929
2.426447        -0.015299
4.411101        0.001796
2.791130        -0.018684
3.040220        -0.019226

