1.786018        -0.007972
2.181841        0.000841
4.549311        -0.004487
1.243323        0.008373
1.547928        -0.009793
2.663075        0.007442
3.647787        0.004274
1.721476        -0.009058
1.232461        0.009876
4.393592        -0.003017
2.197722        0.001167
3.209365        0.007494
4.929865        -0.007769
2.076688        -0.001450
2.360873        0.004111
1.321724        -0.000216
2.426447        0.005071
4.411101        -0.003185
2.791130        0.008055
3.040220        0.008122

