
0.000000	0.213709
0.050000	0.274181
0.100000	0.335124
0.150000	0.396310
0.200000	0.457470
0.250000	0.518295
0.300000	0.578426
0.350000	0.637437
0.400000	0.694802
0.450000	0.749852
0.500000	0.801713
0.550000	0.849279
0.600000	0.891221
0.650000	0.926095
0.700000	0.952568
0.750000	0.969701
0.800000	0.977217
0.850000	0.975604
0.900000	0.966014
0.950000	0.949998
1.000000	0.929213
1.050000	0.905188
1.100000	0.879204
1.150000	0.852257
1.200000	0.825079
1.250000	0.798184
1.300000	0.771914
1.350000	0.746489
1.400000	0.722037
1.450000	0.698623
1.500000	0.676269
1.550000	0.654970
1.600000	0.634699
1.650000	0.615422
1.700000	0.597094
1.750000	0.579668
1.800000	0.563098
1.850000	0.547334
1.900000	0.532330
1.950000	0.518042
2.000000	0.504428
2.050000	0.491447
2.100000	0.479061
2.150000	0.467234
2.200000	0.455935
2.250000	0.445131
2.300000	0.434794
2.350000	0.424897
2.400000	0.415415
2.450000	0.406325
2.500000	0.397604
2.550000	0.389233
2.600000	0.381192
2.650000	0.373464
2.700000	0.366032
2.750000	0.358881
2.800000	0.351997
2.850000	0.345366
2.900000	0.338975
2.950000	0.332813
3.000000	0.326868
3.050000	0.321131
3.100000	0.315590
3.150000	0.310238
3.200000	0.305065
3.250000	0.300063
3.300000	0.295225
3.350000	0.290544
3.400000	0.286012
3.450000	0.281623
3.500000	0.277371
3.550000	0.273250
3.600000	0.269255
3.650000	0.265380
3.700000	0.261622
3.750000	0.257974
3.800000	0.254433
3.850000	0.250995
3.900000	0.247655
3.950000	0.244410
4.000000	0.241256
4.050000	0.238190
4.100000	0.235208
4.150000	0.232308
4.200000	0.229486
4.250000	0.226740
4.300000	0.224067
4.350000	0.221464
4.400000	0.218930
4.450000	0.216461
4.500000	0.214055
4.550000	0.211711
4.600000	0.209426
4.650000	0.207198
4.700000	0.205025
4.750000	0.202906
4.800000	0.200839
4.850000	0.198823
4.900000	0.196854
4.950000	0.194933
5.000000	0.193058
5.050000	0.191227
5.100000	0.189439
5.150000	0.187692
5.200000	0.185986
5.250000	0.184319
5.300000	0.182690
5.350000	0.181097
5.400000	0.179541
5.450000	0.178020
5.500000	0.176532
5.550000	0.175077
5.600000	0.173654
5.650000	0.172263
5.700000	0.170901
5.750000	0.169569
5.800000	0.168266
5.850000	0.166990
5.900000	0.165741
5.950000	0.164519
6.000000	0.163322
6.050000	0.162151
6.100000	0.161003
6.150000	0.159880
6.200000	0.158779
6.250000	0.157702
6.300000	0.156646
6.350000	0.155611
6.400000	0.154598
6.450000	0.153604
6.500000	0.152631
6.550000	0.151677
6.600000	0.150742
6.650000	0.149825
6.700000	0.148927
6.750000	0.148045
6.800000	0.147182
6.850000	0.146335
6.900000	0.145504
6.950000	0.144689
7.000000	0.143890
7.050000	0.143106
7.100000	0.142338
7.150000	0.141583
7.200000	0.140844
7.250000	0.140118
7.300000	0.139405
7.350000	0.138706
7.400000	0.138020
7.450000	0.137347
7.500000	0.136687
7.550000	0.136038
7.600000	0.135402
7.650000	0.134777
7.700000	0.134164
7.750000	0.133562
7.800000	0.132971
7.850000	0.132390
7.900000	0.131820
7.950000	0.131261
8.000000	0.130712
8.050000	0.130172
8.100000	0.129642
8.150000	0.129122
8.200000	0.128611
8.250000	0.128110
8.300000	0.127617
8.350000	0.127133
8.400000	0.126657
8.450000	0.126190
8.500000	0.125731
8.550000	0.125281
8.600000	0.124838
8.650000	0.124403
8.700000	0.123976
8.750000	0.123556
8.800000	0.123144
8.850000	0.122739
8.900000	0.122341
8.950000	0.121950
9.000000	0.121566
9.050000	0.121188
9.100000	0.120817
9.150000	0.120453
9.200000	0.120095
9.250000	0.119743
9.300000	0.119397
9.350000	0.119057
9.400000	0.118723
9.450000	0.118395
9.500000	0.118073
9.550000	0.117756
9.600000	0.117445
9.650000	0.117139
9.700000	0.116839
9.750000	0.116543
9.800000	0.116253
9.850000	0.115968
9.900000	0.115688
9.950000	0.115412
