
Intentos: 99795
red(x): x in [1,5]: (solo 5 puntos aleatorios)

1.786018	0.560117
2.181841	0.769790
4.549311	1.533159
1.243323	0.237310
1.547928	0.422921

red(x): x in [0,10]:

0.000000	-0.562823
0.050000	-0.531547
0.100000	-0.500058
0.150000	-0.468372
0.200000	-0.436506
0.250000	-0.404477
0.300000	-0.372302
0.350000	-0.339999
0.400000	-0.307587
0.450000	-0.275085
0.500000	-0.242511
0.550000	-0.209884
0.600000	-0.177225
0.650000	-0.144552
0.700000	-0.111886
0.750000	-0.079246
0.800000	-0.046652
0.850000	-0.014123
0.900000	0.018321
0.950000	0.050661
1.000000	0.082878
1.050000	0.114953
1.100000	0.146869
1.150000	0.178607
1.200000	0.210150
1.250000	0.241481
1.300000	0.272584
1.350000	0.303443
1.400000	0.334043
1.450000	0.364369
1.500000	0.394408
1.550000	0.424147
1.600000	0.453573
1.650000	0.482675
1.700000	0.511441
1.750000	0.539863
1.800000	0.567929
1.850000	0.595632
1.900000	0.622964
1.950000	0.649918
2.000000	0.676487
2.050000	0.702666
2.100000	0.728450
2.150000	0.753834
2.200000	0.778816
2.250000	0.803391
2.300000	0.827558
2.350000	0.851316
2.400000	0.874662
2.450000	0.897598
2.500000	0.920122
2.550000	0.942236
2.600000	0.963939
2.650000	0.985235
2.700000	1.006125
2.750000	1.026610
2.800000	1.046695
2.850000	1.066382
2.900000	1.085673
2.950000	1.104574
3.000000	1.123088
3.050000	1.141219
3.100000	1.158972
3.150000	1.176352
3.200000	1.193362
3.250000	1.210009
3.300000	1.226297
3.350000	1.242232
3.400000	1.257818
3.450000	1.273063
3.500000	1.287970
3.550000	1.302547
3.600000	1.316798
3.650000	1.330729
3.700000	1.344346
3.750000	1.357654
3.800000	1.370661
3.850000	1.383370
3.900000	1.395788
3.950000	1.407921
4.000000	1.419775
4.050000	1.431354
4.100000	1.442665
4.150000	1.453713
4.200000	1.464504
4.250000	1.475043
4.300000	1.485336
4.350000	1.495387
4.400000	1.505202
4.450000	1.514787
4.500000	1.524145
4.550000	1.533283
4.600000	1.542205
4.650000	1.550916
4.700000	1.559421
4.750000	1.567725
4.800000	1.575831
4.850000	1.583745
4.900000	1.591471
4.950000	1.599014
5.000000	1.606377
5.050000	1.613565
5.100000	1.620581
5.150000	1.627431
5.200000	1.634117
5.250000	1.640644
5.300000	1.647016
5.350000	1.653235
5.400000	1.659306
5.450000	1.665232
5.500000	1.671017
5.550000	1.676664
5.600000	1.682176
5.650000	1.687556
5.700000	1.692808
5.750000	1.697935
5.800000	1.702940
5.850000	1.707825
5.900000	1.712594
5.950000	1.717248
6.000000	1.721792
6.050000	1.726228
6.100000	1.730558
6.150000	1.734784
6.200000	1.738910
6.250000	1.742938
6.300000	1.746869
6.350000	1.750708
6.400000	1.754454
6.450000	1.758112
6.500000	1.761683
6.550000	1.765168
6.600000	1.768571
6.650000	1.771893
6.700000	1.775136
6.750000	1.778302
6.800000	1.781393
6.850000	1.784410
6.900000	1.787356
6.950000	1.790232
7.000000	1.793040
7.050000	1.795781
7.100000	1.798458
7.150000	1.801071
7.200000	1.803622
7.250000	1.806113
7.300000	1.808544
7.350000	1.810919
7.400000	1.813237
7.450000	1.815500
7.500000	1.817710
7.550000	1.819868
7.600000	1.821975
7.650000	1.824032
7.700000	1.826041
7.750000	1.828002
7.800000	1.829917
7.850000	1.831787
7.900000	1.833613
7.950000	1.835396
8.000000	1.837137
8.050000	1.838837
8.100000	1.840497
8.150000	1.842118
8.200000	1.843701
8.250000	1.845247
8.300000	1.846756
8.350000	1.848231
8.400000	1.849670
8.450000	1.851076
8.500000	1.852449
8.550000	1.853789
8.600000	1.855099
8.650000	1.856377
8.700000	1.857626
8.750000	1.858845
8.800000	1.860036
8.850000	1.861200
8.900000	1.862336
8.950000	1.863445
9.000000	1.864529
9.050000	1.865587
9.100000	1.866620
9.150000	1.867630
9.200000	1.868616
9.250000	1.869579
9.300000	1.870519
9.350000	1.871438
9.400000	1.872335
9.450000	1.873211
9.500000	1.874067
9.550000	1.874903
9.600000	1.875720
9.650000	1.876517
9.700000	1.877296
9.750000	1.878057
9.800000	1.878801
9.850000	1.879527
9.900000	1.880236
9.950000	1.880929
