
#Intentos: 25972
#red(x): x in [-10,10][-10,10]: (solo 10 puntos aleatorios)
#
-6.069908	-4.090794	0.019606
7.746555	-8.783387	-0.014100
-7.260360	-1.684625	-0.019678
3.238935	-6.392621	0.013041
-8.837694	6.967961	0.012620
-4.011388	1.046823	0.019221
9.649323	-4.616559	0.013837
-3.195634	-8.391379	-0.013694
-2.867764	7.055506	-0.017599
-1.044352	0.201101	-0.015968

#red(x): x in [-100,100][-100,100]:
#
-100.000000	-100.000000	9965.897529
-100.000000	-96.000000	9579.813118
-100.000000	-92.000000	9195.149491
-100.000000	-88.000000	8810.847237
-100.000000	-84.000000	8425.487398
-100.000000	-80.000000	8037.896530
-100.000000	-76.000000	7647.563461
-100.000000	-72.000000	7254.615701
-100.000000	-68.000000	6859.532816
-100.000000	-64.000000	6462.871152
-100.000000	-60.000000	6065.113733
-100.000000	-56.000000	5666.625508
-100.000000	-52.000000	5267.661825
-100.000000	-48.000000	4868.393617
-100.000000	-44.000000	4468.932421
-100.000000	-40.000000	4069.349968
-100.000000	-36.000000	3669.692023
-100.000000	-32.000000	3269.987658
-100.000000	-28.000000	2870.255281
-100.000000	-24.000000	2470.506506
-100.000000	-20.000000	2070.748611
-100.000000	-16.000000	1670.986092
-100.000000	-12.000000	1271.221654
-100.000000	-8.000000	871.456840
-100.000000	-4.000000	471.692440
-100.000000	0.000000	71.928760
-100.000000	4.000000	-327.834189
-100.000000	8.000000	-727.596549
-100.000000	12.000000	-1127.358480
-100.000000	16.000000	-1527.120020
-100.000000	20.000000	-1926.880895
-100.000000	24.000000	-2326.640236
-100.000000	28.000000	-2726.396143
-100.000000	32.000000	-3126.144972
-100.000000	36.000000	-3525.880182
-100.000000	40.000000	-3925.590452
-100.000000	44.000000	-4325.256613
-100.000000	48.000000	-4724.843628
-100.000000	52.000000	-5124.110740
-100.000000	56.000000	-5513.204919
-100.000000	60.000000	-5800.565864
-100.000000	64.000000	-6172.276527
-100.000000	68.000000	-6663.993771
-100.000000	72.000000	-7119.288271
-100.000000	76.000000	-7516.309249
-100.000000	80.000000	-7911.699877
-100.000000	84.000000	-8306.935700
-100.000000	88.000000	-8702.579780
-100.000000	92.000000	-9098.993453
-100.000000	96.000000	-9496.253359
-96.000000	-100.000000	9552.959037
-96.000000	-96.000000	9181.366299
-96.000000	-92.000000	8811.568624
-96.000000	-88.000000	8443.140989
-96.000000	-84.000000	8074.993675
-96.000000	-80.000000	7705.704172
-96.000000	-76.000000	7334.122382
-96.000000	-72.000000	6959.769613
-96.000000	-68.000000	6582.797761
-96.000000	-64.000000	6203.697867
-96.000000	-60.000000	5823.028641
-96.000000	-56.000000	5441.271413
-96.000000	-52.000000	5058.788514
-96.000000	-48.000000	4675.833057
-96.000000	-44.000000	4292.574412
-96.000000	-40.000000	3909.123135
-96.000000	-36.000000	3525.550388
-96.000000	-32.000000	3141.901623
-96.000000	-28.000000	2758.205747
-96.000000	-24.000000	2374.481086
-96.000000	-20.000000	1990.739210
-96.000000	-16.000000	1606.987373
-96.000000	-12.000000	1223.230055
-96.000000	-8.000000	839.469958
-96.000000	-4.000000	455.708635
-96.000000	0.000000	71.946911
-96.000000	4.000000	-311.814828
-96.000000	8.000000	-695.576414
-96.000000	12.000000	-1079.337706
-96.000000	16.000000	-1463.098372
-96.000000	20.000000	-1846.857616
-96.000000	24.000000	-2230.613757
-96.000000	28.000000	-2614.363584
-96.000000	32.000000	-2998.101308
-96.000000	36.000000	-3381.816860
-96.000000	40.000000	-3765.493158
-96.000000	44.000000	-4149.101198
-96.000000	48.000000	-4532.559698
-96.000000	52.000000	-4913.875158
-96.000000	56.000000	-5233.742938
-96.000000	60.000000	-5533.624775
-96.000000	64.000000	-5953.205403
-96.000000	68.000000	-6444.728627
-96.000000	72.000000	-6829.339210
-96.000000	76.000000	-7208.864305
-96.000000	80.000000	-7588.072963
-96.000000	84.000000	-7967.575266
-96.000000	88.000000	-8347.789752
-96.000000	92.000000	-8728.852801
-96.000000	96.000000	-9110.672511
-92.000000	-100.000000	9141.086864
-92.000000	-96.000000	8784.091005
-92.000000	-92.000000	8428.793784
-92.000000	-88.000000	8075.285263
-92.000000	-84.000000	7723.097527
-92.000000	-80.000000	7371.109552
-92.000000	-76.000000	7017.895261
-92.000000	-72.000000	6662.327962
-92.000000	-68.000000	6303.961068
-92.000000	-64.000000	5942.970283
-92.000000	-60.000000	5579.857727
-92.000000	-56.000000	5215.184357
-92.000000	-52.000000	4849.429867
-92.000000	-48.000000	4482.954112
-92.000000	-44.000000	4116.008112
-92.000000	-40.000000	3748.759794
-92.000000	-36.000000	3381.318831
-92.000000	-32.000000	3013.755885
-92.000000	-28.000000	2646.116148
-92.000000	-24.000000	2278.428405
-92.000000	-20.000000	1910.710927
-92.000000	-16.000000	1542.975272
-92.000000	-12.000000	1175.228696
-92.000000	-8.000000	807.475702
-92.000000	-4.000000	439.719031
-92.000000	0.000000	71.960316
-92.000000	4.000000	-295.799474
-92.000000	8.000000	-663.559700
-92.000000	12.000000	-1031.319754
-92.000000	16.000000	-1399.078752
-92.000000	20.000000	-1766.835107
-92.000000	24.000000	-2134.585926
-92.000000	28.000000	-2502.326045
