
1.000000	0.045709
1.040000	0.074602
1.080000	0.103316
1.120000	0.131836
1.160000	0.160146
1.200000	0.188233
1.240000	0.216082
1.280000	0.243682
1.320000	0.271020
1.360000	0.298084
1.400000	0.324865
1.440000	0.351354
1.480000	0.377540
1.520000	0.403416
1.560000	0.428974
1.600000	0.454209
1.640000	0.479114
1.680000	0.503684
1.720000	0.527916
1.760000	0.551805
1.800000	0.575349
1.840000	0.598545
1.880000	0.621392
1.920000	0.643888
1.960000	0.666034
2.000000	0.687828
2.040000	0.709273
2.080000	0.730368
2.120000	0.751116
2.160000	0.771517
2.200000	0.791575
2.240000	0.811292
2.280000	0.830670
2.320000	0.849714
2.360000	0.868425
2.400000	0.886809
2.440000	0.904868
2.480000	0.922607
2.520000	0.940030
2.560000	0.957141
2.600000	0.973945
2.640000	0.990446
2.680000	1.006649
2.720000	1.022559
2.760000	1.038179
2.800000	1.053516
2.840000	1.068574
2.880000	1.083358
2.920000	1.097871
2.960000	1.112121
3.000000	1.126110
3.040000	1.139843
3.080000	1.153327
3.120000	1.166564
3.160000	1.179560
3.200000	1.192319
3.240000	1.204846
3.280000	1.217144
3.320000	1.229220
3.360000	1.241076
3.400000	1.252718
3.440000	1.264148
3.480000	1.275372
3.520000	1.286394
3.560000	1.297217
3.600000	1.307844
3.640000	1.318281
3.680000	1.328531
3.720000	1.338597
3.760000	1.348483
3.800000	1.358192
3.840000	1.367729
3.880000	1.377095
3.920000	1.386295
3.960000	1.395332
4.000000	1.404209
4.040000	1.412929
4.080000	1.421494
4.120000	1.429909
4.160000	1.438176
4.200000	1.446297
4.240000	1.454276
4.280000	1.462114
4.320000	1.469816
4.360000	1.477383
4.400000	1.484818
4.440000	1.492123
4.480000	1.499301
4.520000	1.506355
4.560000	1.513285
4.600000	1.520096
4.640000	1.526788
4.680000	1.533365
4.720000	1.539828
4.760000	1.546179
4.800000	1.552421
4.840000	1.558556
4.880000	1.564584
4.920000	1.570509
4.960000	1.576332

